"movie", "categ", "winner", "name", "roleOrSong", "note", "year", "oscarNum"
"The Fighter", "FILM EDITING", "False", "Pamela Martin", "", "", "2010", "(83rd)"
"The King's Speech", "FILM EDITING", "False", "Tariq Anwar", "", "", "2010", "(83rd)"
"127 Hours", "FILM EDITING", "False", "Jon Harris", "", "", "2010", "(83rd)"
"The Social Network", "FILM EDITING", "True", "Angus Wall and Kirk Baxter", "", "", "2010", "(83rd)"
"Biutiful", "FOREIGN LANGUAGE FILM", "False", "Mexico", "", "", "2010", "(83rd)"
"Dogtooth", "FOREIGN LANGUAGE FILM", "False", "Greece", "", "", "2010", "(83rd)"
"In a Better World", "FOREIGN LANGUAGE FILM", "True", "Denmark", "", "", "2010", "(83rd)"
"Incendies", "FOREIGN LANGUAGE FILM", "False", "Canada", "", "", "2010", "(83rd)"
"Outside the Law (Hors-la-loi)", "FOREIGN LANGUAGE FILM", "False", "Algeria", "", "", "2010", "(83rd)"
"Barney's Version", "MAKEUP", "False", "Adrien Morot", "", "", "2010", "(83rd)"
"The Way Back", "MAKEUP", "False", "Edouard F. Henriques; Gregory Funk and Yolanda Toussieng", "", "", "2010", "(83rd)"
"The Wolfman", "MAKEUP", "True", "Rick Baker and Dave Elsey", "", "", "2010", "(83rd)"
"How to Train Your Dragon", "MUSIC (Original Score)", "False", "John Powell", "", "", "2010", "(83rd)"
"Inception", "MUSIC (Original Score)", "False", "Hans Zimmer", "", "", "2010", "(83rd)"
"The King's Speech", "MUSIC (Original Score)", "False", "Alexandre Desplat", "", "", "2010", "(83rd)"
"127 Hours", "MUSIC (Original Score)", "False", "A.R. Rahman", "", "", "2010", "(83rd)"
"The Social Network", "MUSIC (Original Score)", "True", "Trent Reznor and Atticus Ross", "", "", "2010", "(83rd)"
"Country Strong", "MUSIC (Original Song)", "False", "Music and Lyric by Tom Douglas; Troy Verges and Hillary Lindsey", "Coming Home", "", "2010", "(83rd)"
"Tangled", "MUSIC (Original Song)", "False", "Music by Alan Menken; Lyric by Glenn Slater", "I See The Light", "", "2010", "(83rd)"
"127 Hours", "MUSIC (Original Song)", "False", "Music by A.R. Rahman; Lyric by Dido and Rollo Armstrong", "If I Rise", "", "2010", "(83rd)"
"Toy Story 3", "MUSIC (Original Song)", "True", "Music and Lyric by Randy Newman", "We Belong Together", "", "2010", "(83rd)"
"Black Swan", "BEST PICTURE", "False", "Mike Medavoy; Brian Oliver and Scott Franklin; Producers", "", "", "2010", "(83rd)"
"The Fighter", "BEST PICTURE", "False", "David Hoberman; Todd Lieberman and Mark Wahlberg; Producers", "", "", "2010", "(83rd)"
"Inception", "BEST PICTURE", "False", "Emma Thomas and Christopher Nolan; Producers", "", "", "2010", "(83rd)"
"The Kids Are All Right", "BEST PICTURE", "False", "Gary Gilbert; Jeffrey Levy-Hinte and Celine Rattray; Producers", "", "", "2010", "(83rd)"
"The King's Speech", "BEST PICTURE", "True", "Iain Canning; Emile Sherman and Gareth Unwin; Producers", "", "", "2010", "(83rd)"
"127 Hours", "BEST PICTURE", "False", "Christian Colson; Danny Boyle and John Smithson; Producers", "", "", "2010", "(83rd)"
"The Social Network", "BEST PICTURE", "False", "Scott Rudin; Dana Brunetti; Michael De Luca and Ce?n Chaffin; Producers", "", "", "2010", "(83rd)"
"Toy Story 3", "BEST PICTURE", "False", "Darla K. Anderson; Producer", "", "", "2010", "(83rd)"
"True Grit", "BEST PICTURE", "False", "Scott Rudin; Ethan Coen and Joel Coen; Producers", "", "", "2010", "(83rd)"
"Winter's Bone", "BEST PICTURE", "False", "Anne Rosellini and Alix Madigan-Yorkin; Producers", "", "", "2010", "(83rd)"
"Day & Night", "SHORT FILM (Animated)", "False", "Teddy Newton", "", "", "2010", "(83rd)"
"The Gruffalo", "SHORT FILM (Animated)", "False", "Jakob Schuh and Max Lang", "", "", "2010", "(83rd)"
"Let's Pollute", "SHORT FILM (Animated)", "False", "Geefwee Boedoe", "", "", "2010", "(83rd)"
"The Lost Thing", "SHORT FILM (Animated)", "True", "Shaun Tan and Andrew Ruhemann", "", "", "2010", "(83rd)"
"Madagascar; carnet de voyage (Madagascar; a Journey Diary)", "SHORT FILM (Animated)", "False", "Bastien Dubois", "", "", "2010", "(83rd)"
"The Confession", "SHORT FILM (Live Action)", "False", "Tanel Toom", "", "", "2010", "(83rd)"
"The Crush", "SHORT FILM (Live Action)", "False", "Michael Creagh", "", "", "2010", "(83rd)"
"God of Love", "SHORT FILM (Live Action)", "True", "Luke Matheny", "", "", "2010", "(83rd)"
"Na Wewe", "SHORT FILM (Live Action)", "False", "Ivan Goldschmidt", "", "", "2010", "(83rd)"
"Wish 143", "SHORT FILM (Live Action)", "False", "Ian Barnes and Samantha Waite", "", "", "2010", "(83rd)"
"Inception", "SOUND EDITING", "True", "Richard King", "", "", "2010", "(83rd)"
"Toy Story 3", "SOUND EDITING", "False", "Tom Myers and Michael Silvers", "", "", "2010", "(83rd)"
"Tron: Legacy", "SOUND EDITING", "False", "Gwendolyn Yates Whittle and Addison Teague", "", "", "2010", "(83rd)"
"True Grit", "SOUND EDITING", "False", "Skip Lievsay and Craig Berkey", "", "", "2010", "(83rd)"
"Unstoppable", "SOUND EDITING", "False", "Mark P. Stoeckinger", "", "", "2010", "(83rd)"
"Inception", "SOUND MIXING", "True", "Lora Hirschberg; Gary A. Rizzo and Ed Novick", "", "", "2010", "(83rd)"
"The King's Speech", "SOUND MIXING", "False", "Paul Hamblin; Martin Jensen and John Midgley", "", "", "2010", "(83rd)"
"Salt", "SOUND MIXING", "False", "Jeffrey J. Haboush; Greg P. Russell; Scott Millan and William Sarokin", "", "", "2010", "(83rd)"
"The Social Network", "SOUND MIXING", "False", "Ren Klyce; David Parker; Michael Semanick and Mark Weingarten", "", "", "2010", "(83rd)"
"True Grit", "SOUND MIXING", "False", "Skip Lievsay; Craig Berkey; Greg Orloff and Peter F. Kurland", "", "", "2010", "(83rd)"
"Alice in Wonderland", "VISUAL EFFECTS", "False", "Ken Ralston; David Schaub; Carey Villegas and Sean Phillips", "", "", "2010", "(83rd)"
"Harry Potter and the Deathly Hallows Part 1", "VISUAL EFFECTS", "False", "Tim Burke; John Richardson; Christian Manz and Nicolas Aithadi", "", "", "2010", "(83rd)"
"Hereafter", "VISUAL EFFECTS", "False", "Michael Owens; Bryan Grill; Stephan Trojansky and Joe Farrell", "", "", "2010", "(83rd)"
"Inception", "VISUAL EFFECTS", "True", "Paul Franklin; Chris Corbould; Andrew Lockley and Peter Bebb", "", "", "2010", "(83rd)"
"Iron Man 2", "VISUAL EFFECTS", "False", "Janek Sirrs; Ben Snow; Ged Wright and Daniel Sudick", "", "", "2010", "(83rd)"
"127 Hours", "WRITING (Adapted Screenplay)", "False", "Screenplay by Danny Boyle & Simon Beaufoy", "", "", "2010", "(83rd)"
"The Social Network", "WRITING (Adapted Screenplay)", "True", "Screenplay by Aaron Sorkin", "", "", "2010", "(83rd)"
"Toy Story 3", "WRITING (Adapted Screenplay)", "False", "Screenplay by Michael Arndt; Story by John Lasseter; Andrew Stanton and Lee Unkrich", "", "", "2010", "(83rd)"
"True Grit", "WRITING (Adapted Screenplay)", "False", "Written for the screen by Joel Coen & Ethan Coen", "", "", "2010", "(83rd)"
"Winter's Bone", "WRITING (Adapted Screenplay)", "False", "Adapted for the screen by Debra Granik & Anne Rosellini", "", "", "2010", "(83rd)"
"Another Year", "WRITING (Original Screenplay)", "False", "Written by Mike Leigh", "", "", "2010", "(83rd)"
"The Fighter", "WRITING (Original Screenplay)", "False", "Screenplay by Scott Silver and Paul Tamasy & Eric Johnson; Story by Keith Dorrington & Paul Tamasy & Eric Johnson", "", "", "2010", "(83rd)"
"Inception", "WRITING (Original Screenplay)", "False", "Written by Christopher Nolan", "", "", "2010", "(83rd)"
"The Kids Are All Right", "WRITING (Original Screenplay)", "False", "Written by Lisa Cholodenko & Stuart Blumberg", "", "", "2010", "(83rd)"
"The King's Speech", "WRITING (Original Screenplay)", "True", "Screenplay by David Seidler", "", "", "2010", "(83rd)"
"A Better Life", "ACTOR IN A LEADING ROLE", "False", "Demi?n Bichir", "Carlos Galindo", "", "2011", "(84th)"
"The Descendants", "ACTOR IN A LEADING ROLE", "False", "George Clooney", "Matt King", "", "2011", "(84th)"
"The Artist", "ACTOR IN A LEADING ROLE", "True", "Jean Dujardin", "George Valentin", "", "2011", "(84th)"
"Tinker Tailor Soldier Spy", "ACTOR IN A LEADING ROLE", "False", "Gary Oldman", "George Smiley", "", "2011", "(84th)"
"Moneyball", "ACTOR IN A LEADING ROLE", "False", "Brad Pitt", "Billy Beane", "", "2011", "(84th)"
"My Week with Marilyn", "ACTOR IN A SUPPORTING ROLE", "False", "Kenneth Branagh", "Sir Laurence Olivier", "", "2011", "(84th)"
"Moneyball", "ACTOR IN A SUPPORTING ROLE", "False", "Jonah Hill", "Peter Brand", "", "2011", "(84th)"
"Warrior", "ACTOR IN A SUPPORTING ROLE", "False", "Nick Nolte", "Paddy Conlon", "", "2011", "(84th)"
"Beginners", "ACTOR IN A SUPPORTING ROLE", "True", "Christopher Plummer", "Hal", "", "2011", "(84th)"
"Extremely Loud & Incredibly Close", "ACTOR IN A SUPPORTING ROLE", "False", "Max von Sydow", "The Renter", "", "2011", "(84th)"
"Albert Nobbs", "ACTRESS IN A LEADING ROLE", "False", "Glenn Close", "Albert Nobbs", "", "2011", "(84th)"
"The Help", "ACTRESS IN A LEADING ROLE", "False", "Viola Davis", "Aibileen Clark", "", "2011", "(84th)"
"The Girl with the Dragon Tattoo", "ACTRESS IN A LEADING ROLE", "False", "Rooney Mara", "Lisbeth Salander", "", "2011", "(84th)"
"The Iron Lady", "ACTRESS IN A LEADING ROLE", "True", "Meryl Streep", "Margaret Thatcher", "", "2011", "(84th)"
"My Week with Marilyn", "ACTRESS IN A LEADING ROLE", "False", "Michelle Williams", "Marilyn Monroe", "", "2011", "(84th)"
"The Artist", "ACTRESS IN A SUPPORTING ROLE", "False", "B?r?nice Bejo", "Peppy Miller", "", "2011", "(84th)"
"The Help", "ACTRESS IN A SUPPORTING ROLE", "False", "Jessica Chastain", "Celia Foote", "", "2011", "(84th)"
"Bridesmaids", "ACTRESS IN A SUPPORTING ROLE", "False", "Melissa McCarthy", "Megan", "", "2011", "(84th)"
"Albert Nobbs", "ACTRESS IN A SUPPORTING ROLE", "False", "Janet McTeer", "Hubert Page", "", "2011", "(84th)"
"The Help", "ACTRESS IN A SUPPORTING ROLE", "True", "Octavia Spencer", "Minny Jackson", "", "2011", "(84th)"
"A Cat in Paris", "ANIMATED FEATURE FILM", "False", "Alain Gagnol and Jean-Loup Felicioli", "", "", "2011", "(84th)"
"Chico & Rita", "ANIMATED FEATURE FILM", "False", "Fernando Trueba and Javier Mariscal", "", "", "2011", "(84th)"
"Kung Fu Panda 2", "ANIMATED FEATURE FILM", "False", "Jennifer Yuh Nelson", "", "", "2011", "(84th)"
"Puss in Boots", "ANIMATED FEATURE FILM", "False", "Chris Miller", "", "", "2011", "(84th)"
"Rango", "ANIMATED FEATURE FILM", "True", "Gore Verbinski", "", "", "2011", "(84th)"
"The Artist", "ART DIRECTION", "False", "Production Design: Laurence Bennett; Set Decoration: Robert Gould", "", "", "2011", "(84th)"
"Harry Potter and the Deathly Hallows Part 2", "ART DIRECTION", "False", "Production Design: Stuart Craig; Set Decoration: Stephenie McMillan", "", "", "2011", "(84th)"
"Hugo", "ART DIRECTION", "True", "Production Design: Dante Ferretti; Set Decoration: Francesca Lo Schiavo", "", "", "2011", "(84th)"
"Midnight in Paris", "ART DIRECTION", "False", "Production Design: Anne Seibel; Set Decoration: H?l?ne Dubreuil", "", "", "2011", "(84th)"
"War Horse", "ART DIRECTION", "False", "Production Design: Rick Carter; Set Decoration: Lee Sandales", "", "", "2011", "(84th)"
"The Artist", "CINEMATOGRAPHY", "False", "Guillaume Schiffman", "", "", "2011", "(84th)"
"The Girl with the Dragon Tattoo", "CINEMATOGRAPHY", "False", "Jeff Cronenweth", "", "", "2011", "(84th)"
"Hugo", "CINEMATOGRAPHY", "True", "Robert Richardson", "", "", "2011", "(84th)"
"The Tree of Life", "CINEMATOGRAPHY", "False", "Emmanuel Lubezki", "", "", "2011", "(84th)"
"War Horse", "CINEMATOGRAPHY", "False", "Janusz Kaminski", "", "", "2011", "(84th)"
"Anonymous", "COSTUME DESIGN", "False", "Lisy Christl", "", "", "2011", "(84th)"
"The Artist", "COSTUME DESIGN", "True", "Mark Bridges", "", "", "2011", "(84th)"
"Hugo", "COSTUME DESIGN", "False", "Sandy Powell", "", "", "2011", "(84th)"
"Jane Eyre", "COSTUME DESIGN", "False", "Michael O'Connor", "", "", "2011", "(84th)"
"W.E.", "COSTUME DESIGN", "False", "Arianne Phillips", "", "", "2011", "(84th)"
"The Artist", "DIRECTING", "True", "Michel Hazanavicius", "", "", "2011", "(84th)"
"The Descendants", "DIRECTING", "False", "Alexander Payne", "", "", "2011", "(84th)"
"Hugo", "DIRECTING", "False", "Martin Scorsese", "", "", "2011", "(84th)"
"Midnight in Paris", "DIRECTING", "False", "Woody Allen", "", "", "2011", "(84th)"
"The Tree of Life", "DIRECTING", "False", "Terrence Malick", "", "", "2011", "(84th)"
"Hell and Back Again", "DOCUMENTARY (Feature)", "False", "Danfung Dennis and Mike Lerner", "", "", "2011", "(84th)"
"If a Tree Falls: A Story of the Earth Liberation Front", "DOCUMENTARY (Feature)", "False", "Marshall Curry and Sam Cullman", "", "", "2011", "(84th)"
"Paradise Lost 3: Purgatory", "DOCUMENTARY (Feature)", "False", "Joe Berlinger and Bruce Sinofsky", "", "", "2011", "(84th)"
"Pina", "DOCUMENTARY (Feature)", "False", "Wim Wenders and Gian-Piero Ringel", "", "", "2011", "(84th)"
"Undefeated", "DOCUMENTARY (Feature)", "True", "TJ Martin; Dan Lindsay and Rich Middlemas", "", "", "2011", "(84th)"
"The Barber of Birmingham: Foot Soldier of the Civil Rights Movement", "DOCUMENTARY (Short Subject)", "False", "Robin Fryday and Gail Dolgin", "", "", "2011", "(84th)"
"God Is the Bigger Elvis", "DOCUMENTARY (Short Subject)", "False", "Rebecca Cammisa and Julie Anderson", "", "", "2011", "(84th)"
"Incident in New Baghdad", "DOCUMENTARY (Short Subject)", "False", "James Spione", "", "", "2011", "(84th)"
"Saving Face", "DOCUMENTARY (Short Subject)", "True", "Daniel Junge and Sharmeen Obaid-Chinoy", "", "", "2011", "(84th)"
"The Tsunami and the Cherry Blossom", "DOCUMENTARY (Short Subject)", "False", "Lucy Walker and Kira Carstensen", "", "", "2011", "(84th)"
"The Artist", "FILM EDITING", "False", "Anne-Sophie Bion and Michel Hazanavicius", "", "", "2011", "(84th)"
"The Descendants", "FILM EDITING", "False", "Kevin Tent", "", "", "2011", "(84th)"
"The Girl with the Dragon Tattoo", "FILM EDITING", "True", "Kirk Baxter and Angus Wall", "", "", "2011", "(84th)"
"Hugo", "FILM EDITING", "False", "Thelma Schoonmaker", "", "", "2011", "(84th)"
"Moneyball", "FILM EDITING", "False", "Christopher Tellefsen", "", "", "2011", "(84th)"
"Bullhead", "FOREIGN LANGUAGE FILM", "False", "Belgium", "", "", "2011", "(84th)"
"Footnote", "FOREIGN LANGUAGE FILM", "False", "Israel", "", "", "2011", "(84th)"
